#K o[k] d[k] q[k] b[k] f[k] p[k] tmax[k] s[k] penalty[k]
662 4 15 11 20 50 9976 26 0 30
663 5 13 4 20 50 9979 29 0 30
664 5 16 37 20 50 9979 29 0 30
665 5 12 24 20 50 9980 30 0 30
666 4 13 12 20 50 9976 26 0 30
667 1 12 26 20 50 9976 26 0 30
668 2 12 3 20 50 9974 24 0 200
669 5 12 39 20 50 9965 15 0 200
670 4 12 24 20 50 9977 27 0 30
671 3 12 23 20 50 9978 28 0 30
672 3 16 37 20 50 9977 27 0 30
673 5 15 4 20 50 9979 29 0 30
674 2 13 33 20 50 9980 30 0 30
675 4 16 1 20 50 9978 28 0 30
676 3 15 22 20 50 9976 26 0 30
677 5 13 7 20 50 9977 27 0 30
678 1 13 35 20 50 9978 28 0 30
679 5 16 38 20 50 9976 26 0 30
680 3 13 9 20 50 9976 26 1 30
681 5 15 9 20 50 9978 28 0 30
682 5 16 19 20 50 9965 15 1 200
683 3 14 9 20 50 9976 26 0 30
684 4 12 34 20 50 9979 29 0 30
685 2 16 30 20 50 9972 22 0 200
686 4 12 5 20 50 9980 30 1 30
687 5 16 27 20 50 9977 27 0 30
688 1 15 5 20 50 9979 29 0 30
689 2 16 33 20 50 9979 29 0 30
690 3 15 8 20 50 9980 30 0 30
691 4 12 11 20 50 9976 26 0 30
692 3 14 34 20 50 9980 30 0 30
693 5 12 14 20 50 9979 29 1 30
694 3 16 9 20 50 9977 27 0 30
695 3 14 4 20 50 9977 27 0 30
696 1 12 24 20 50 9980 30 0 30
697 4 15 34 20 50 9978 28 0 30
698 1 15 18 20 50 9972 22 0 200
699 2 15 9 20 50 9977 27 0 30
700 4 15 12 20 50 9980 30 0 30
701 5 13 20 20 50 9977 27 1 30
702 1 15 39 20 50 9970 20 0 200
703 4 14 9 20 50 9978 28 1 30
704 3 14 23 20 50 9979 29 0 30
705 3 15 12 20 50 9978 28 0 30
706 3 13 16 20 50 9978 28 0 30
707 4 12 22 20 50 9980 30 0 30
708 4 13 11 20 50 9978 28 0 30
709 1 14 24 20 50 9980 30 0 30
710 2 16 24 20 50 9977 27 0 30
711 2 16 31 20 50 9980 30 0 30
712 1 13 26 20 50 9966 16 0 200
713 3 14 3 20 50 9978 28 0 30
714 2 13 11 20 50 9977 27 0 30
715 2 12 30 20 50 9969 19 0 200
716 1 13 22 20 50 9969 19 0 200
717 5 14 23 20 50 9976 26 0 30
718 4 16 12 20 50 9976 26 0 30
719 1 14 1 20 50 9978 28 0 30
720 4 16 18 20 50 9972 22 0 200
721 1 16 20 20 50 9979 29 0 30
722 3 13 3 20 50 9976 26 0 30
723 5 13 23 20 50 9979 29 1 30
724 3 12 37 20 50 9979 29 0 30
725 2 13 17 20 50 9974 24 0 200
726 3 13 4 20 50 9979 29 0 30
727 1 13 9 20 50 9978 28 0 30
728 2 14 18 20 50 9976 26 0 30
729 2 15 15 20 50 9979 29 0 30
730 3 15 20 20 50 9978 28 0 30
731 4 14 34 20 50 9979 29 0 30
732 5 15 7 20 50 9979 29 0 30
733 1 15 20 20 50 9980 30 0 30
734 5 12 12 20 50 9979 29 0 30
735 2 16 18 20 50 9977 27 0 30
736 3 14 5 20 50 9970 20 0 200
737 3 16 19 20 50 9980 30 0 30
738 1 14 1 20 50 9978 28 0 30
739 2 14 22 20 50 9980 30 1 30
740 2 13 24 20 50 9980 30 1 30
741 2 14 28 20 50 9977 27 0 30
742 4 16 27 20 50 9966 16 0 200
743 3 15 34 20 50 9980 30 0 30
744 1 14 23 20 50 9977 27 0 30
745 2 12 31 20 50 9978 28 0 30
746 2 16 37 20 50 9979 29 0 30
747 5 12 16 20 50 9978 28 1 30
748 3 16 15 20 50 9980 30 0 30
749 5 13 7 20 50 9977 27 0 30
750 2 14 18 20 50 9979 29 1 30
751 1 16 18 20 50 9976 26 0 30
752 4 14 37 20 50 9977 27 1 30
753 1 14 3 20 50 9976 26 0 30
754 4 16 26 20 50 9977 27 0 30
755 1 16 31 20 50 9978 28 1 30
756 1 14 24 20 50 9974 24 0 200
757 3 16 27 20 50 9976 26 0 30
758 3 16 33 20 50 9978 28 0 30
759 2 16 19 20 50 9966 16 1 200
760 5 12 28 20 50 9980 30 0 30
761 1 14 8 20 50 9978 28 0 30
762 1 12 22 20 50 9980 30 0 30
763 3 15 35 20 50 9965 15 0 200
764 2 12 20 20 50 9979 29 0 30
765 4 12 7 20 50 9980 30 0 30
766 4 16 8 20 50 9976 26 1 30
767 3 15 23 20 50 9977 27 0 30
768 5 14 8 20 50 9977 27 1 30
769 2 14 18 20 50 9972 22 0 200
770 4 15 24 20 50 9980 30 0 30
771 5 14 20 20 50 9976 26 0 30
772 4 15 1 20 50 9977 27 0 30
773 1 14 7 20 50 9965 15 0 200
774 3 13 24 20 50 9972 22 0 200
775 2 14 1 20 50 9976 26 0 30
776 4 14 11 20 50 9977 27 1 30
777 1 13 38 20 50 9977 27 0 30
778 2 15 28 20 50 9979 29 0 30
779 4 14 11 20 50 9971 21 1 200
780 4 14 15 20 50 9977 27 0 30
781 1 14 34 20 50 9980 30 1 30
782 3 12 14 20 50 9971 21 0 200
783 4 14 14 20 50 9979 29 0 30
784 3 16 31 20 50 9972 22 0 200
785 1 16 3 20 50 9976 26 0 30
786 5 14 9 20 50 9976 26 1 30
787 5 13 11 20 50 9979 29 1 30
788 3 14 12 20 50 9980 30 0 30
789 5 13 4 20 50 9976 26 0 30
790 4 14 34 20 50 9970 20 0 200
791 3 15 37 20 50 9977 27 0 30
792 3 16 20 20 50 9970 20 0 200
793 3 12 9 20 50 9978 28 0 30
794 1 12 5 20 50 9976 26 1 30
795 4 13 39 20 50 9979 29 1 30
796 2 16 8 20 50 9980 30 0 30
797 2 15 35 20 50 9978 28 0 30
798 4 14 31 20 50 9980 30 0 30
799 3 14 15 20 50 9976 26 0 30
800 3 12 14 20 50 9978 28 0 30
801 5 14 9 20 50 9980 30 0 30
802 3 14 38 20 50 9977 27 0 30
803 5 13 39 20 50 9978 28 0 30
804 5 13 37 20 50 9980 30 0 30
805 5 13 8 20 50 9980 30 0 30
806 4 12 16 20 50 9979 29 0 30
807 4 14 3 20 50 9978 28 0 30
808 1 14 40 20 50 9970 20 0 200
809 3 15 33 20 50 9979 29 0 30
810 5 16 15 20 50 9978 28 1 30
811 2 14 27 20 50 9974 24 0 200
812 2 13 26 20 50 9965 15 0 200
813 1 16 4 20 50 9978 28 1 30
814 4 16 38 20 50 9980 30 0 30
815 5 12 5 20 50 9980 30 0 30
816 3 16 5 20 50 9977 27 0 30
817 2 16 26 20 50 9979 29 0 30
818 4 15 30 20 50 9979 29 0 30
819 1 16 3 20 50 9980 30 0 30
820 3 14 8 20 50 9978 28 0 30
821 2 15 16 20 50 9967 17 1 200
822 3 12 24 20 50 9977 27 1 30
823 1 13 1 20 50 9979 29 0 30
824 2 15 3 20 50 9976 26 1 30
825 3 14 31 20 50 9978 28 0 30
826 4 15 37 20 50 9978 28 0 30
827 4 16 5 20 50 9977 27 0 30
828 3 16 23 20 50 9976 26 0 30
829 4 15 14 20 50 9980 30 0 30
830 2 14 31 20 50 9966 16 0 200
831 5 12 31 20 50 9979 29 0 30
832 4 13 30 20 50 9980 30 1 30
833 3 12 18 20 50 9977 27 1 30
834 2 14 38 20 50 9977 27 0 30
835 4 13 31 20 50 9978 28 0 30
836 3 13 18 20 50 9979 29 1 30
837 5 15 26 20 50 9976 26 0 30
838 5 15 14 20 50 9979 29 0 30
839 2 13 19 20 50 9971 21 0 200
840 1 15 22 20 50 9980 30 0 30
841 3 15 7 20 50 9972 22 1 200
842 5 12 20 20 50 9978 28 0 30
843 5 12 37 20 50 9977 27 0 30
844 1 13 24 20 50 9976 26 0 30
845 5 15 20 20 50 9979 29 0 30
846 3 14 28 20 50 9978 28 0 30
847 2 15 35 20 50 9977 27 0 30
848 4 13 26 20 50 9980 30 0 30
849 5 16 39 20 50 9979 29 0 30
850 5 14 34 20 50 9978 28 0 30
851 1 16 18 20 50 9978 28 0 30
852 1 16 38 20 50 9977 27 0 30
853 5 13 28 20 50 9976 26 0 30
854 1 15 26 20 50 9978 28 0 30
855 3 15 26 20 50 9976 26 0 30
856 4 16 15 20 50 9979 29 1 30
857 3 12 19 20 50 9980 30 1 30
858 1 15 37 20 50 9976 26 0 30
859 4 12 7 20 50 9979 29 0 30
860 5 13 19 20 50 9974 24 0 200
861 2 15 39 20 50 9978 28 0 30
862 1 13 4 20 50 9977 27 0 30
863 5 13 3 20 50 9980 30 1 30
864 1 16 28 20 50 9977 27 0 30
865 5 12 11 20 50 9976 26 1 30
866 2 13 33 20 50 9976 26 0 30
867 3 15 22 20 50 9979 29 0 30
868 1 16 20 20 50 9977 27 1 30
869 4 14 38 20 50 9979 29 0 30
870 3 14 27 20 50 9978 28 1 30
871 4 14 24 20 50 9978 28 0 30
872 4 15 22 20 50 9976 26 0 30
873 3 15 11 20 50 9977 27 0 30
874 4 16 35 20 50 9979 29 1 30
875 4 15 37 20 50 9978 28 0 30
876 5 12 30 20 50 9976 26 1 30
877 3 13 7 20 50 9979 29 0 30
878 4 16 19 20 50 9980 30 0 30
879 5 13 19 20 50 9977 27 0 30
880 2 15 34 20 50 9979 29 0 30
881 3 16 27 20 50 9968 18 0 200
882 3 16 12 20 50 9980 30 0 30
883 2 15 37 20 50 9970 20 0 200
884 5 12 12 20 50 9977 27 1 30
885 4 15 18 20 50 9976 26 0 30
886 5 15 19 20 50 9978 28 0 30
887 2 13 27 20 50 9979 29 0 30
888 5 14 5 20 50 9978 28 0 30
889 5 14 38 20 50 9980 30 1 30
890 4 16 16 20 50 9979 29 0 30
891 5 14 35 20 50 9970 20 0 200
892 1 16 16 20 50 9976 26 1 30
893 1 14 18 20 50 9976 26 0 30
894 4 12 23 20 50 9978 28 1 30
895 4 13 8 20 50 9976 26 0 30
896 1 13 8 20 50 9976 26 0 30
897 5 16 16 20 50 9977 27 0 30
898 3 15 4 20 50 9978 28 0 30
899 1 15 20 20 50 9977 27 0 30
900 1 15 7 20 50 9980 30 0 30
901 3 12 14 20 50 9968 18 0 200
902 1 16 8 20 50 9977 27 0 30
903 5 14 3 20 50 9978 28 0 30
904 4 15 14 20 50 9980 30 0 30
905 4 15 39 20 50 9979 29 0 30
906 2 14 15 20 50 9980 30 0 30
907 2 12 3 20 50 9980 30 0 30
908 2 15 30 20 50 9978 28 0 30
909 4 14 14 20 50 9978 28 0 30
910 3 12 8 20 50 9979 29 1 30
911 5 12 4 20 50 9977 27 1 30
912 2 14 23 20 50 9976 26 0 30
913 2 12 37 20 50 9976 26 0 30
914 4 13 8 20 50 9976 26 0 30
915 2 15 18 20 50 9976 26 0 30
916 4 15 30 20 50 9977 27 0 30
917 3 12 31 20 50 9974 24 0 200
918 3 13 18 20 50 9970 20 0 200
919 3 12 35 20 50 9978 28 0 30
920 1 16 30 20 50 9978 28 0 30
921 3 12 3 20 50 9976 26 1 30
922 5 13 24 20 50 9980 30 0 30
923 1 13 18 20 50 9980 30 0 30
924 2 12 15 20 50 9980 30 1 30
925 3 14 23 20 50 9969 19 1 200
926 4 15 3 20 50 9968 18 0 200
927 3 16 38 20 50 9977 27 1 30
928 1 12 26 20 50 9977 27 1 30
929 2 12 22 20 50 9967 17 1 200
930 2 16 14 20 50 9979 29 0 30
931 5 12 22 20 50 9976 26 0 30
932 1 12 24 20 50 9977 27 0 30
933 3 14 15 20 50 9980 30 0 30
934 1 15 5 20 50 9976 26 1 30
935 1 12 23 20 50 9971 21 1 200
936 2 14 8 20 50 9978 28 1 30
937 2 13 16 20 50 9980 30 0 30
938 1 16 33 20 50 9977 27 0 30
939 2 15 20 20 50 9966 16 0 200
940 5 12 5 20 50 9978 28 0 30
941 3 14 24 20 50 9979 29 0 30
942 3 14 27 20 50 9977 27 1 30
943 3 16 7 20 50 9968 18 1 200
944 5 12 20 20 50 9979 29 1 30
945 3 14 16 20 50 9980 30 0 30
946 1 13 3 20 50 9978 28 0 30
947 5 12 12 20 50 9978 28 0 30
948 3 14 38 20 50 9976 26 1 30
949 1 15 19 20 50 9977 27 0 30
950 3 16 16 20 50 9978 28 0 30
951 1 15 28 20 50 9977 27 0 30
952 3 15 3 20 50 9978 28 1 30
953 5 14 27 20 50 9973 23 1 200
954 2 12 12 20 50 9966 16 0 200
955 5 12 22 20 50 9978 28 0 30
956 5 16 22 20 50 9976 26 0 30
957 5 13 7 20 50 9980 30 1 30
958 1 13 22 20 50 9977 27 0 30
959 1 16 19 20 50 9979 29 0 30
960 3 13 22 20 50 9976 26 0 30
961 5 13 39 20 50 9976 26 0 30
962 3 15 35 20 50 9976 26 1 30
963 1 13 37 20 50 9979 29 1 30
964 5 16 39 20 50 9980 30 1 30
965 2 13 3 20 50 9974 24 0 200
966 3 15 27 20 50 9976 26 0 30
967 1 12 3 20 50 9977 27 0 30
968 2 14 9 20 50 9977 27 0 30
969 5 13 9 20 50 9978 28 0 30
970 3 16 26 20 50 9966 16 0 200
971 1 14 35 20 50 9976 26 0 30
972 2 14 15 20 50 9967 17 0 200
973 3 13 11 20 50 9976 26 0 30
974 3 15 20 20 50 9970 20 0 200
975 4 16 24 20 50 9977 27 1 30
976 5 13 4 20 50 9978 28 0 30
977 3 14 16 20 50 9972 22 0 200
978 1 15 20 20 50 9971 21 1 200
979 3 15 16 20 50 9977 27 0 30
980 2 16 5 20 50 9977 27 0 30
981 3 16 20 20 50 9980 30 0 30
982 5 12 4 20 50 9968 18 0 200
983 3 12 33 20 50 9977 27 0 30
984 3 14 28 20 50 9966 16 0 200
985 3 12 12 20 50 9979 29 0 30
986 2 14 24 20 50 9967 17 0 200
987 2 16 38 20 50 9976 26 0 30
988 3 16 39 20 50 9977 27 0 30
989 1 12 19 20 50 9980 30 0 30
990 4 12 24 20 50 9965 15 1 200
991 1 15 28 20 50 9977 27 0 30
992 2 16 23 20 50 9978 28 0 30
993 1 15 26 20 50 9972 22 1 200
994 2 12 35 20 50 9978 28 0 30
995 5 13 5 20 50 9977 27 0 30
996 1 13 24 20 50 9972 22 1 200
997 4 13 16 20 50 9979 29 0 30
998 5 14 30 20 50 9978 28 0 30
999 2 14 27 20 50 9972 22 1 200
1000 1 13 31 20 50 9978 28 0 30
1001 2 16 19 20 50 9978 28 0 30
1002 5 13 9 20 50 9978 28 0 30
1003 3 16 15 20 50 9979 29 0 30
1004 2 13 19 20 50 9979 29 0 30
1005 2 13 4 20 50 9980 30 0 30
1006 1 12 24 20 50 9977 27 0 30
1007 3 14 20 20 50 9969 19 0 200
1008 4 12 24 20 50 9980 30 0 30
1009 2 14 1 20 50 9979 29 1 30
1010 1 13 12 20 50 9980 30 0 30
1011 3 15 5 20 50 9979 29 0 30
1012 1 14 38 20 50 9980 30 1 30
1013 2 15 38 20 50 9979 29 0 30
1014 1 13 30 20 50 9980 30 0 30
1015 4 14 12 20 50 9977 27 0 30
1016 2 15 19 20 50 9979 29 0 30
1017 5 13 14 20 50 9976 26 0 30
1018 4 14 11 20 50 9979 29 0 30
1019 4 16 5 20 50 9977 27 1 30
1020 3 13 19 20 50 9966 16 0 200
1021 4 15 30 20 50 9979 29 0 30
1022 2 13 30 20 50 9976 26 0 30
1023 5 14 14 20 50 9979 29 1 30
1024 5 15 27 20 50 9974 24 0 200
1025 5 16 30 20 50 9976 26 1 30
1026 1 15 3 20 50 9978 28 0 30
1027 3 15 27 20 50 9973 23 0 200
1028 5 16 4 20 50 9978 28 0 30
1029 2 12 3 20 50 9978 28 0 30
1030 3 15 4 20 50 9977 27 0 30
1031 2 14 5 20 50 9979 29 0 30
1032 2 15 11 20 50 9980 30 1 30
1033 2 14 16 20 50 9977 27 0 30
1034 1 16 22 20 50 9979 29 0 30
1035 5 15 31 20 50 9978 28 0 30
1036 5 14 19 20 50 9977 27 1 30
1037 4 14 19 20 50 9980 30 0 30
1038 4 12 1 20 50 9977 27 0 30
1039 5 16 26 20 50 9977 27 0 30
1040 3 13 19 20 50 9973 23 0 200
1041 3 12 35 20 50 9976 26 0 30
1042 1 16 3 20 50 9971 21 0 200
1043 1 14 5 20 50 9976 26 0 30
1044 1 13 11 20 50 9968 18 1 200
1045 1 16 28 20 50 9977 27 1 30
1046 1 15 8 20 50 9979 29 1 30
1047 1 13 14 20 50 9976 26 0 30
1048 2 13 34 20 50 9970 20 0 200
1049 1 13 9 20 50 9980 30 0 30
1050 2 14 11 20 50 9979 29 0 30
1051 3 14 23 20 50 9979 29 1 30
1052 1 14 3 20 50 9977 27 1 30
1053 3 12 3 20 50 9977 27 0 30
1054 4 12 23 20 50 9970 20 0 200
1055 3 15 8 20 50 9980 30 0 30
1056 4 13 12 20 50 9976 26 0 30
1057 2 16 19 20 50 9977 27 0 30
1058 4 15 14 20 50 9978 28 1 30
1059 5 12 9 20 50 9979 29 0 30
1060 4 14 12 20 50 9977 27 0 30
1061 1 14 34 20 50 9978 28 0 30
1062 1 12 3 20 50 9978 28 0 30
1063 1 16 37 20 50 9979 29 0 30
1064 5 14 18 20 50 9976 26 0 30
1065 3 16 18 20 50 9979 29 0 30
1066 3 14 16 20 50 9976 26 0 30
1067 2 14 14 20 50 9976 26 0 30
1068 4 16 26 20 50 9974 24 0 200
1069 4 14 34 20 50 9979 29 1 30
1070 4 12 16 20 50 9978 28 0 30
1071 3 14 23 20 50 9968 18 1 200
1072 2 12 19 20 50 9979 29 0 30
1073 3 13 3 20 50 9966 16 0 200
1074 2 15 9 20 50 9979 29 0 30
1075 3 15 34 20 50 9967 17 0 200
1076 3 16 31 20 50 9979 29 0 30
1077 1 14 14 20 50 9980 30 0 30
1078 3 15 26 20 50 9974 24 0 200
1079 4 16 1 20 50 9976 26 1 30
1080 2 12 4 20 50 9980 30 1 30
1081 2 12 15 20 50 9977 27 1 30
1082 1 12 28 20 50 9966 16 1 200
1083 2 15 19 20 50 9969 19 0 200
1084 5 14 39 20 50 9980 30 0 30
1085 3 13 12 20 50 9971 21 0 200
1086 4 13 37 20 50 9979 29 0 30
1087 2 14 1 20 50 9977 27 0 30
1088 3 16 30 20 50 9968 18 0 200
1089 4 15 37 20 50 9976 26 0 30
1090 1 15 16 20 50 9980 30 0 30
1091 2 14 38 20 50 9979 29 0 30
1092 1 16 7 20 50 9967 17 0 200
1093 5 16 37 20 50 9980 30 0 30
1094 4 12 30 20 50 9978 28 0 30
1095 2 15 11 20 50 9976 26 0 30
1096 2 16 12 20 50 9977 27 0 30
1097 4 15 14 20 50 9976 26 0 30
1098 5 12 24 20 50 9980 30 0 30
1099 3 15 27 20 50 9973 23 1 200
1100 4 14 38 20 50 9979 29 0 30
1101 3 13 39 20 50 9976 26 0 30
1102 5 15 16 20 50 9977 27 0 30
1103 5 16 1 20 50 9971 21 1 200
1104 4 14 12 20 50 9976 26 0 30
1105 2 15 39 20 50 9977 27 0 30
1106 2 16 9 20 50 9977 27 0 30
1107 4 13 23 20 50 9976 26 0 30
1108 1 15 11 20 50 9979 29 0 30
1109 2 16 26 20 50 9976 26 0 30
1110 4 15 27 20 50 9980 30 0 30
1111 2 13 23 20 50 9978 28 0 30
1112 2 14 37 20 50 9979 29 0 30
1113 4 15 15 20 50 9977 27 0 30
1114 1 14 19 20 50 9980 30 0 30
1115 4 13 3 20 50 9978 28 1 30
1116 5 13 1 20 50 9977 27 0 30
1117 1 16 3 20 50 9977 27 0 30
1118 1 16 9 20 50 9978 28 1 30
1119 3 16 14 20 50 9980 30 0 30
1120 4 14 26 20 50 9978 28 0 30
1121 4 12 16 20 50 9978 28 0 30
1122 3 14 38 20 50 9979 29 1 30
1123 1 12 38 20 50 9978 28 1 30
1124 1 14 15 20 50 9976 26 0 30
1125 5 12 28 20 50 9977 27 1 30
1126 1 13 12 20 50 9976 26 0 30
1127 2 16 27 20 50 9979 29 0 30
1128 1 15 8 20 50 9978 28 0 30
1129 2 16 30 20 50 9976 26 0 30
1130 1 13 11 20 50 9980 30 0 30
1131 2 12 27 20 50 9978 28 0 30
1132 5 16 38 20 50 9976 26 0 30
1133 3 13 7 20 50 9977 27 0 30
1134 2 15 5 20 50 9977 27 0 30
1135 5 15 16 20 50 9970 20 0 200
1136 5 15 11 20 50 9971 21 1 200
1137 4 15 30 20 50 9972 22 1 200
1138 3 13 37 20 50 9980 30 0 30
1139 2 15 23 20 50 9979 29 1 30
1140 3 14 34 20 50 9980 30 0 30
1141 1 12 23 20 50 9978 28 1 30
1142 3 15 5 20 50 9979 29 0 30
1143 2 13 30 20 50 9979 29 1 30
1144 4 15 20 20 50 9979 29 1 30
1145 4 14 22 20 50 9976 26 0 30
1146 3 13 26 20 50 9971 21 0 200
1147 5 16 27 20 50 9973 23 0 200
1148 3 14 11 20 50 9971 21 0 200
1149 5 14 23 20 50 9979 29 1 30
1150 2 12 1 20 50 9978 28 0 30
1151 5 15 9 20 50 9980 30 0 30
1152 3 12 3 20 50 9980 30 0 30
1153 2 16 19 20 50 9977 27 1 30
1154 2 13 33 20 50 9978 28 0 30
1155 5 14 8 20 50 9978 28 0 30
1156 1 13 9 20 50 9978 28 1 30
1157 3 13 18 20 50 9973 23 1 200
1158 5 15 16 20 50 9965 15 0 200
1159 3 14 18 20 50 9978 28 0 30
1160 1 15 11 20 50 9978 28 0 30
1161 1 12 26 20 50 9979 29 0 30
1162 2 16 8 20 50 9980 30 0 30
1163 1 13 18 20 50 9977 27 0 30
1164 4 12 15 20 50 9977 27 0 30
1165 1 15 7 20 50 9976 26 1 30
1166 1 12 22 20 50 9977 27 1 30
1167 3 14 27 20 50 9977 27 0 30
1168 1 14 35 20 50 9977 27 1 30
1169 3 13 18 20 50 9979 29 0 30
1170 3 13 23 20 50 9965 15 0 200
1171 2 13 38 20 50 9978 28 0 30
1172 2 12 3 20 50 9976 26 1 30
1173 5 13 18 20 50 9976 26 0 30
1174 3 14 23 20 50 9977 27 0 30
1175 5 16 3 20 50 9972 22 0 200
1176 3 12 5 20 50 9979 29 1 30
1177 5 13 26 20 50 9980 30 0 30
1178 5 13 8 20 50 9969 19 0 200
1179 4 13 12 20 50 9977 27 0 30
1180 4 13 11 20 50 9979 29 0 30
1181 5 14 39 20 50 9976 26 0 30
1182 2 13 18 20 50 9968 18 1 200
1183 5 14 3 20 50 9973 23 0 200
1184 4 15 35 20 50 9980 30 0 30
1185 1 15 27 20 50 9976 26 1 30
1186 1 16 4 20 50 9978 28 0 30
1187 2 12 22 20 50 9976 26 0 30
1188 4 16 23 20 50 9979 29 0 30
1189 5 16 28 20 50 9974 24 0 200
1190 5 14 11 20 50 9980 30 1 30
1191 2 13 11 20 50 9980 30 0 30
1192 5 12 9 20 50 9976 26 0 30
1193 2 16 22 20 50 9980 30 1 30
1194 3 16 18 20 50 9976 26 0 30
1195 1 16 1 20 50 9978 28 1 30
1196 4 14 20 20 50 9976 26 0 30
1197 5 14 31 20 50 9971 21 1 200
1198 4 12 23 20 50 9980 30 0 30
1199 2 16 19 20 50 9978 28 0 30
1200 4 13 22 20 50 9978 28 1 30
1201 3 16 22 20 50 9976 26 0 30
1202 2 15 11 20 50 9976 26 0 30
1203 1 14 37 20 50 9978 28 1 30
1204 3 16 18 20 50 9980 30 1 30
1205 1 16 39 20 50 9979 29 1 30
1206 5 12 24 20 50 9978 28 0 30
1207 3 13 25 20 50 9977 27 0 30
1208 3 13 3 20 50 9971 21 0 200
1209 3 12 33 20 50 9970 20 0 200
1210 1 15 31 20 50 9976 26 0 30
1211 1 14 38 20 50 9974 24 0 200
1212 2 15 37 20 50 9977 27 0 30
1213 1 15 16 20 50 9966 16 1 200
1214 3 12 22 20 50 9976 26 0 30
1215 4 15 28 20 50 9977 27 0 30
1216 2 14 31 20 50 9976 26 0 30
1217 4 13 31 20 50 9977 27 1 30
1218 5 15 39 20 50 9979 29 1 30
1219 3 12 30 20 50 9978 28 1 30
1220 5 15 26 20 50 9978 28 1 30
1221 3 13 37 20 50 9967 17 0 200
1222 4 15 28 20 50 9967 17 0 200
1223 2 12 23 20 50 9979 29 0 30
1224 3 14 28 20 50 9976 26 0 30
1225 5 15 5 20 50 9979 29 0 30
1226 4 15 7 20 50 9969 19 0 200
1227 4 15 4 20 50 9969 19 0 200
1228 2 15 4 20 50 9980 30 0 30
1229 1 12 24 20 50 9978 28 1 30
1230 3 16 33 20 50 9978 28 0 30
1231 1 12 39 20 50 9974 24 0 200
1232 1 14 14 20 50 9979 29 0 30
1233 3 13 7 20 50 9978 28 0 30
1234 1 13 33 20 50 9980 30 1 30
1235 2 16 24 20 50 9980 30 1 30
1236 5 14 38 20 50 9979 29 0 30
1237 3 12 1 20 50 9979 29 0 30
1238 4 13 11 20 50 9978 28 0 30
1239 5 14 19 20 50 9980 30 0 30
1240 4 15 14 20 50 9980 30 0 30
1241 5 12 4 20 50 9978 28 0 30
1242 1 13 22 20 50 9979 29 0 30
1243 1 14 4 20 50 9978 28 0 30
1244 5 15 23 20 50 9977 27 0 30
1245 1 15 37 20 50 9979 29 0 30
1246 3 16 28 20 50 9977 27 0 30
1247 3 13 5 20 50 9980 30 0 30
1248 1 13 31 20 50 9976 26 0 30
1249 1 14 30 20 50 9977 27 1 30
1250 4 14 3 20 50 9979 29 0 30
1251 2 15 35 20 50 9977 27 0 30
1252 2 14 33 20 50 9978 28 1 30
1253 3 12 7 20 50 9966 16 0 200
1254 4 12 12 20 50 9977 27 1 30
1255 1 16 5 20 50 9977 27 0 30
1256 5 13 4 20 50 9979 29 0 30
1257 5 14 28 20 50 9977 27 0 30
1258 4 14 28 20 50 9980 30 0 30
1259 5 15 5 20 50 9977 27 0 30
1260 1 15 23 20 50 9979 29 1 30
1261 1 14 35 20 50 9967 17 0 200
1262 3 13 33 20 50 9978 28 0 30
1263 2 14 9 20 50 9978 28 1 30
1264 2 15 19 20 50 9977 27 0 30
1265 2 13 31 20 50 9976 26 1 30
1266 5 16 30 20 50 9971 21 0 200
1267 3 13 1 20 50 9976 26 0 30
1268 3 16 7 20 50 9979 29 0 30
1269 2 15 20 20 50 9976 26 0 30
1270 4 12 23 20 50 9977 27 0 30
1271 4 14 26 20 50 9976 26 0 30
1272 1 12 12 20 50 9977 27 0 30
1273 3 15 34 20 50 9967 17 0 200
1274 1 13 30 20 50 9978 28 1 30
1275 1 13 24 20 50 9980 30 0 30
1276 2 13 3 20 50 9973 23 0 200
1277 5 15 26 20 50 9976 26 0 30
1278 3 15 15 20 50 9978 28 1 30
1279 4 15 5 20 50 9976 26 1 30
1280 5 12 18 20 50 9977 27 0 30
1281 1 14 31 20 50 9980 30 0 30
1282 2 12 18 20 50 9977 27 0 30
1283 1 13 14 20 50 9965 15 0 200
1284 3 16 3 20 50 9980 30 1 30
1285 1 12 23 20 50 9972 22 0 200
1286 1 15 7 20 50 9977 27 1 30
1287 3 12 3 20 50 9979 29 1 30
1288 1 16 23 20 50 9976 26 0 30
1289 5 16 11 20 50 9977 27 0 30
1290 4 16 16 20 50 9979 29 0 30
1291 3 12 1 20 50 9978 28 0 30
1292 3 13 16 20 50 9979 29 0 30
1293 1 12 3 20 50 9972 22 0 200
1294 5 13 11 20 50 9972 22 0 200
1295 1 12 9 20 50 9972 22 0 200
1296 4 13 28 20 50 9976 26 0 30
1297 3 12 23 20 50 9978 28 0 30
1298 1 13 37 20 50 9979 29 0 30
1299 1 15 37 20 50 9968 18 1 200
1300 5 15 33 20 50 9980 30 1 30
1301 2 12 20 20 50 9978 28 0 30
1302 1 16 28 20 50 9976 26 0 30
1303 4 12 14 20 50 9980 30 1 30
1304 1 14 12 20 50 9976 26 0 30
1305 1 15 9 20 50 9978 28 0 30
1306 4 14 19 20 50 9979 29 0 30
1307 4 14 31 20 50 9971 21 0 200
1308 4 13 8 20 50 9979 29 0 30
1309 3 16 27 20 50 9980 30 0 30
1310 1 16 11 20 50 9976 26 0 30
